stop_id,stop_name,stop_desc,Latitude,Longitude
"1,127",The Reserve at Kanapaha,Eastbound Archer RD @ Nearside SW 44th ST,29.61473602,-82.39068014
"1,133",Springs Residence Building,Westbound Fraternity Row @ Nearside W Fraternity *,29.64786727,-82.35799618
"1,134",Reitz Student Union,Eastbound Museum RD @ Nearside Center DR,29.64477777,-82.34712135
"1,135",Shands Visitor Parking,Westbound Mowry RD @ Farside Center DR,29.63963673,-82.3472878
"1,136",Wilmot Gardens,Westbound Mowry RD @ Nearside Gale Lemerand DR,29.6395379,-82.34952644
"1,137",Savannah Place Apartments,Westbound SW 35th PL @ Farside SW 23rd TER,29.62024928,-82.35669501
"1,138",Arbor Apartments,Westbound SW 35th PL @ Farside SW 23rd TER,29.62010093,-82.35852871
"1,139",Casablanca Apartments,Westbound SW 35th PL @ Nearside SW 27th ST,29.61991231,-82.36126334
"1,140",Southbound SW 27th Street @ SW 35th Place,Southbound SW 27th ST @ Farside SW 35th PL,29.61930232,-82.36289011
"1,141",Wilmot Gardens,Eastbound Mowry RD @ Farside Gale Lemerand DR,29.63938779,-82.34971485
"1,144",Fraternity Row,Northbound Fraternity Row @ Farside Museum RD,29.64644677,-82.35797018
"1,145",Fraternity Row,Eastbound Fraternity Row @ Farside W Fraternity R*,29.64831477,-82.35759684
"1,146",Springs Residence Building,Eastbound Fraternity Row @ Nearside Woodlawn DR,29.64854344,-82.35643818
"1,150",Criser Hall,Westbound Union RD @ Nearside SW 13th ST,29.64985429,-82.34175926
"1,152",Florida Gym,Westbound Stadium RD @ Nearside Gale Lemerand DR,29.6486886,-82.34743618
"1,153",Tolbert Residence Hall,Southbound Gale Lemerand DR @ Farside Stadium RD,29.64774577,-82.34980435
"1,154",Graham Hall,Southbound Gale Lemerand DR @ Nearside Museum RD,29.64594194,-82.35043051
"1,155",Spanish Trace Apartments,Westbound Windmeadows BLVD @ Farside SW 34th ST,29.62835676,-82.37445971
"1,156",Windmeadows Apartments,Westbound Windmeadows BLVD @ Nearside SW 35th ST,29.6274583,-82.37816707
"1,158",Walker Hall,Eastbound Union RD @ Farside Newell DR,29.64968846,-82.34155571
"1,159",Phi Kappa Tau,Eastbound SW 2nd AVE @ Farside SW 13th ST,29.65018494,-82.33867202
"1,161",Springs Residence Building,Westbound Fraternity Row @ Farside Woodlawn DR,29.64861427,-82.35656734
"1,163",Sonny's Barbecue @ Waldo Road,Northbound Waldo RD @ Nearside NE 27th AVE,29.67595465,-82.29522281
"1,164",Merita Bread Box,Northbound Waldo RD @ Farside NE 31st AVE,29.68146736,-82.29147611
"1,165",Hills Mini Storage,Westbound NE 39th Ave @ Farside Waldo Rd,29.68572747,-82.29036362
"1,166",Ironwood Golf Course,Westbound NE 39th AVE @ Nearside Waldo RD,29.68813302,-82.29698621
"1,168",Northwood Oaks Neighborhood,Northbound NW 34th ST @ Farside NW 54th AVE,29.70400748,-82.36210877
"1,169",Northwood Pines Neighborhood,Northbound NW 34th ST @ Nearside NW 25th TER,29.70495771,-82.35997493
"1,170",Pine Ridge Apartments,Northbound NW 34th ST @ Nearside NW 23rd TER,29.70629198,-82.35698748
"1,173",Southwest Recreation Center,Eastbound Hull RD @ Farside Bledsoe DR,29.63757261,-82.36858601
"1,174",Lacrosse Field,Eastbound Hull RD @ Nearside Natural Area DR,29.63758708,-82.36517442
"1,176",Fifield Hall,Eastbound Hull RD @ Nearside Mowry RD,29.63759058,-82.36000818
"1,179",Pressly Softball Stadium,Westbound Hull RD @ Farside Natural Area DR,29.63769387,-82.36524344
"1,180",Southwest Recreation Center,Westbound Hull RD @ Nearside Bledsoe DR,29.63778644,-82.36834551
"1,181",UF Orthopaedics Institute,Westbound Hull RD @ Farside SW 34th ST,29.63782661,-82.37401184
"1,182",Park and Ride II,Westbound Hull RD @ Farside SW 34th ST,29.63773595,-82.3764119
"1,183",Cultural Plaza Park and Ride 1,Eastbound Hull RD @ Farside Bledsoe DR,29.63673627,-82.36795351
"1,184",Weed Science Building,Northbound Museum RD @ Farside Hull RD,29.63879661,-82.36410284
"1,185",Microbiology/Cell Science Building,Northbound Museum RD @ Farside Radio Rd,29.64026163,-82.36410017
"1,186",Lakeside Residential Building,Southbound Museum RD @ Farside Radio RD,29.64125278,-82.36422348
"1,187",Microbiology/Cell Science Building,Southbound Museum RD @ Nearside Radio RD,29.64035567,-82.36422788
"1,188",Softball Stadium @ Museum Road,Southbound Museum RD @ Nearside Hull RD,29.63775971,-82.36423233
"1,189",Corry Village,Westbound West Fraternity DR @ Nearside Village DR,29.64777227,-82.36005001
"1,190",Family Housing,Southbound Family Housing @ Farside Bledsoe DR,29.64091514,-82.36959345
"1,191",Family Housing,Southbound Family Housing @ Farside Hull RD,29.63941661,-82.37065234
"1,192",Turlington Hall,Southbound Newell DR @ Farside Union RD,29.64839477,-82.34355845
"1,193",Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,29.64660765,-82.34357212
"1,194",Commuter Lot Parking Garage,Northbound Gale Lemerand DR @ Farside Museum RD,29.64204094,-82.35065685
"1,196",Animal Science Building,Southbound Shealy DR @ Farside SW 16th AVE,29.63158944,-82.35143001
"1,197",Webb Livestock Pavilion,Southbound Shealy DR @ Farside SW 16th AVE,29.63396811,-82.35122301
"1,199",VA Hospital @ Archer Rd,Eastbound Archer RD @ Farside Center DR,29.63823338,-82.34558953
"1,201",Greyhound Station,Westbound NW 23rd AVE @ Nearside N Main ST,29.67395732,-82.3234416
"1,206",Arlington Square Apartments,Northbound SE 3rd ST @ Nearside SE 2nd PL,29.64951749,-82.32230172
"1,207",Century Tower,Northbound Newell DR @ Nearside Stadium RD,29.6488896,-82.34342168
"1,209",Oxford Terrace Apartments,Southbound SW 9th ST @ Nearside SW Depot AVE,29.64322572,-82.3337333
"1,213",Lexington Crossing Apartments,Southbound SW 27th ST @ Nearside SW 40th PL,29.61353495,-82.36227118
"1,214",Corry Village,Northbound Village DR @ Nearside W Fraternity Row,29.64761044,-82.36005034
"1,215",Tigert Hall,Eastbound Union RD @ Nearside SW 13th ST,29.65015544,-82.33947418
"1,216",Arlington Square Apartments,Southbound SE 3rd ST @ Nearside SE 2nd PL,29.64974377,-82.32248002
"1,217",Schiebler Childrens Medical Facility,Westbound SW 16th AVE @ Nearside Shealy DR,29.63517394,-82.34565052
"1,219",Webb Livestock Pavilion,Northbound Shealy DR @ Nearside SW 16th AVE,29.63398861,-82.35110535
"1,221",Eastbound NW 23rd Avenue @ NW 13th Street,Eastbound NW 23rd AVE @ Farside NW 13th ST,29.67389077,-82.33804002
"1,222",Hearing Aid Gainesville,Eastbound NW 23rd TER @ Nearside NW 10th ST,29.67386727,-82.33510752
"1,223",Forest Meadows Funeral Home,Eastbound NW 23rd TER @ Nearside NW 6th ST,29.6738446,-82.33181568
"1,224",Graduate Apartments,Eastbound SW 4th AVE @ Farside SW 13th ST,29.64839724,-82.33840265
"1,226",Jefferson 2nd Avenue Apartments,Eastbound SW 4th AVE @ Nearside SW 5th TER,29.64827044,-82.32979985
"1,227",Alachua County Courthouse,Eastbound SW 4th AVE @ Nearside SW 1st ST,29.64828767,-82.32591245
"1,228",Alachua County Courthouse,Westbound SW 4th AVE @ Farside SW 1st ST,29.64840794,-82.32607369
"1,229",Jefferson 2nd Avenue Apartments,Westbound SW 4th AVE @ Farside SW 5th ST,29.64839191,-82.3300345
"1,231",Graduate Apartments,Westbound SW 4th AVE @ Nearside SW 13th ST,29.64850304,-82.33840277
"1,234",Super Wal-mart @ NE 12th Avenue,Eastbound NE 12th AVE @ Farside Waldo RD,29.66261543,-82.30242286
"1,235",Super Wal-mart @ NE 12th Avenue,Westbound NE 12th AVE @ Nearside Waldo RD,29.66283893,-82.30220653
"1,236",Cabana Beach Apartments,Northbound SW 52nd BLVD @ Farside SW 20th AVE,29.63591311,-82.39788367
"1,237",Museum Walk Apartments,Eastbound Hull RD @ Nearside SW 34th ST,29.63766157,-82.37479819
"1,238",Sorority Row @ SW 11th Street,Northbound SW 11th ST @ Nearside E Panhellenic DR,29.64407144,-82.33568885
"1,239",Caroline Manor Affordable Housing,Westbound E University AVE @ Nearside NE 25th ST,29.65200294,-82.2919187
"1,240",Northbound NE 25th Street @ NE 3rd Place,Northbound NE 25th ST @ Nearside NE 3rd PL,29.65411694,-82.29226936
"1,241",The Hub and Student Health Care Center,Westbound Stadium RD @ Farside Buckman DR,29.6486636,-82.34530635
"1,243",GRU Administration Building,Westbound SE 4th AVE @ Farside SE 2nd ST,29.64843827,-82.32316285
"1,244",Arlington Square Apartments,Eastbound SE 4th AVE @ Nearside SE 3rd ST,29.64832071,-82.32275388
"1,248",Parkside II Apartments,Westbound Depot AVE @ Nearside SW 11th ST,29.64281262,-82.33558
"1,249",Gainesville Ale House,Westbound Archer RD @ Nearside SW 40th BLVD,29.6194501,-82.38241633
"1,251",The Reserve at Kanapaha,Westbound Archer RD @ Nearside SW 41st ST,29.61516878,-82.39051484
"1,252",Gainesville Council on Aging,Westbound Archer RD @ Farside SW 47th ST,29.61328714,-82.39417543
"1,253",Graham Hall,Northbound Gale Lemerand DR @ Farside Museum RD,29.64581027,-82.35025685
"1,254",Gator Corner Dining Facility @ Gale Lemerand,Northbound Gale Lemerand DR @ Nearside Stadium RD,29.64816727,-82.34961785
"1,257",Westbound SW 4th Avenue @ SW 10th Street,Westbound SW 4th AVE @ Nearside SW 10th ST,29.64848144,-82.33494202
"1,258",Eastbound SW 4th Avenue @ SW 10th Street,Eastbound SW 4th AVE @ Nearside SW 10th ST,29.6483871,-82.3351452
"1,259",Exxon Gas Station @ E University Avenue,Westbound E University AVE @ Farside SE 43rd ST,29.65196094,-82.27293445
"1,261",Gardenia Garden Apartments,Westbound NE 8th AVE @ Farside NE 17th DR,29.65926381,-82.30263686
"1,264",Cottage Grove Apartments at Gainesville,Southbound SW 13th ST @ Farside SW Williston RD,29.60950178,-82.34185652
"1,267",University Commons Apartments,Westbound Old Archer RD @ Farside SW 23rd TER,29.63119394,-82.3632431
"1,268",Brandywine Apartments,Westbound Old Archer RD @ Farside SW 28th PL,29.630199,-82.365372
"1,269",Archer Court Apartments,Westbound Old Archer RD @ Nearside SW 28th Pl,29.62941028,-82.36710018
"1,270",Gainesville Place Apartments,Southbound Gainesville Place Ent @ Old Archer RD,29.62718809,-82.3707817
"1,271",Marchwood Townhomes,Southbound SW 43rd ST @ Farside SW 20th LN,29.63343694,-82.38938517
"1,272",Eastbound SW 24th Avenue @ SW 43rd Street,Southbound SW 43rd St @ Nearside SW 24th AVE,29.63125011,-82.38934634
"1,274",Krystal @ Newberry Road,Westbound Newberry RD @ Farside NW 76th ST,29.65983612,-82.42470931
"1,275",Westbound Newberry Road @ Fort Clarke Boulevard,Westbound Newberry RD @ Nearside Fort Clarke BLVD,29.66045927,-82.43263016
"1,276",Paddock Club Apartments,Northbound Fort Clarke BLVD @ Farside NW 8th AVE,29.66349677,-82.43350832
"1,277",Legacy @ Fort Clarke Apartments,Northbound Fort Clarke BLVD @ Farside NW 15th PL,29.66746594,-82.43511415
"1,278",Northbound Fort Clarke Boulevard @ Eagle Point,Northbound Fort Clarke BLVD @ Nearside NW 17th PL,29.66885983,-82.43690493
"1,279",Hidden Oak Elementary School,Northbound Fort Clarke BLVD @ Farside NW 89th DR,29.67088794,-82.43899993
"1,280",Hidden Oak Elementary School,Southbound Fort Clarke BLVD @ Nearside NW 23rd AVE,29.67081143,-82.43910265
"1,283",Ft Clarke Middle School,Northbound Fort Clarke BLVD @ Nearside NW 23rd AVE,29.67417243,-82.43913349
"1,284",Ft Clarke Middle School,Southbound Fort Clarke BLVD @ Farside NW 23rd AVE,29.6735086,-82.43933399
"1,285",Southbound Fort Clarke Boulevard @ Eagle Point,Southbound Fort Clarke BLVD @ Nearside NW 17th PL,29.66891262,-82.43713955
"1,286",Legacy @ Fort Clarke Apartments,Southbound Fort Clarke BLVD @ Nearside NW 15th PL,29.66719827,-82.43508732
"1,287",Paddock Club Apartments,Southbound Fort Clarke BLVD @ Nearside NW 8th AVE,29.6633858,-82.43365953
"1,288",Eastbound Newberry Road @ Fort Clarke Boulevard,Eastbound Newberry RD @ Farside Fort Clarke BLVD,29.66023527,-82.43220382
"1,289",Pepboys Auto @ Newberry RD,Eastbound Newberry RD @ Nearside NW 76th BLVD,29.65959694,-82.42497132
"1,290",Alachua County Courthouse,Eastbound SW 2nd AVE @ Nearside S Main ST,29.65019807,-82.32515318
"1,294",Southbound SW 10th ST at SW 4th Ave (Deco 39),Southbound SW 10th ST @ Nearside SW 4th AVE,29.64854346,-82.33509694
"1,295",Stratford Court Apartments,Southbound SW 10th ST @ Nearside SW 6th AVE,29.64678659,-82.33506906
"1,296",Ivy House Apartment,Southbound SW 10th ST @ Nearside SW 8th AVE,29.64503178,-82.33504168
"1,297",RTS Administration Building,Southbound SE 10th AVE @ Farside SE 4th ST,29.64077194,-82.32199802
"1,298",RTS Administration Building,Northbound SE 10th AVE @ Nearside SE 4th ST,29.64068294,-82.32202152
"1,299",Kohl's Department Store @ SW 34th ST,Southbound SW 34th ST @ Nearside SW 35th PL,29.62349125,-82.37275221
"1,300",HH Gregg @ SW 34th ST,Southbound SW 34th ST @ Farside SW 35th PL,29.62050895,-82.37289017
"1,301",Stoneridge Apartments,Southbound SW 34th ST @ Nearside SW 39th BLVD,29.61851945,-82.37269734
"1,302",Greenwich Green Apartments,Westbound SW 39th BLVD @ Nearside SW 34th ST,29.61770161,-82.37470051
"1,303",O2B Kids @ SW 37th BLVD,Northbound SW 39th BLVD @ Nearside Archer RD,29.61773145,-82.37770201
"1,304",Regions Bank @ Archer Road,Northbound SW 39th BLVD @ Nearside Archer RD,29.61976299,-82.37944741
"1,305",Best Buy @ Butler Plaza,Northbound SW 37th BLVD @ Nearside Windmeadows BL*,29.6219488,-82.38113448
"1,307",Alarion Bank @ 34th ST,Southbound SW 34th ST @ Farside SW 42nd PL,29.6139082,-82.37217239
"1,308",US Post Office @ SW 34th Street,Southbound SW 34th ST @ Nearside SW 47th AVE,29.61099539,-82.3718525
"1,309",Williston Plaza,Westbound SW 48th LN @ Nearside SW 34th ST,29.60638462,-82.37261401
"1,310",Walker Furniture,Northbound SW 47th AVE @ Nearside SW 34th ST,29.60882961,-82.37349417
"1,313",Bed and Breakfast District,Eastbound SE 2nd AVE @ Nearside SE 7th ST,29.65008869,-82.31843697
"1,314",Bed and Breakfast District,Westbound SE 2nd AVE @ Farside SE 7th ST,29.65032694,-82.31871036
"1,315",Super Wal-Mart @ Waldo Road,Northbound Waldo RD @ Farside NE 12th AVE,29.66403627,-82.30333386
"1,316",Super Wal-Mart @ Waldo Road,Southbound Waldo RD @ Nearside NE 12th AVE,29.66377693,-82.30375186
"1,317",GRACE Marketplace,Eastbound NE 39th AVE @ Farside Waldo RD,29.68330445,-82.28619051
"1,318",GRACE Marketplace,Westbound NE 39th AVE @ Nearside Waldo RD,29.68357085,-82.28617224
"1,319",Gainesville Regional Airport Outbound,Westbound Airport Access RD @ Nearside NE 39th AVE,29.67896676,-82.2766162
"1,320",Gainesville Regional Airport,Westbound Airport Access RD @ Farside NE 39th AVE,29.68608393,-82.27632037
"1,321",The Enclave Apartments,Westbound SW 35th PL @ Nearside SW 34th ST,29.62116078,-82.36882668
"1,322",Rocky Point Apartments,Westbound SW 35th PL @ Nearside SW 34th ST,29.62165178,-82.37030368
"1,323",College Manor Apartments,Westbound SW 2nd AVE @ Nearside SW 13th ST,29.65033394,-82.33780135
"1,324",Sorority Row,Northbound SW 11th ST @ Nearside SW 8th AVE,29.64482141,-82.33570469
"1,325",Division of Blind Services,Southbound NW 43rd ST @ Nearside NW 36th AVE,29.68650376,-82.38906317
"1,326",UF Counseling and Wellness Center,Eastbound Radio RD @ Farside Bledsoe DR,29.64214794,-82.36883417
"1,327",Eastbound SW 7th AVE @ SW 12th ST,Eastbound SW 7th AVE @ Farside SW 12th ST,29.64570394,-82.33655681
"1,328",Eastbound SW 7th AVE @ SW 10th ST,Eastbound SW 7th AVE @ Nearside SW 10th ST,29.64568438,-82.33510106
"1,329",Alachua County Juvenile Detention,Eastbound NE 39th AVE @ Farside Waldo RD,29.68015559,-82.28020603
"1,330",Alachua County Juvenile Detention,Westbound NE 39th AVE @ Farside Waldo RD,29.68018568,-82.2796301
"1,333",Enclave 1,Eastbound SW 32nd Terrace @ E of Main Bldg,29.62541033,-82.36779262
"1,337",Enclave 5,Southbound Gainesville Place Apartments @ Nearsid*,29.62183194,-82.36547951
"1,338",Sonny's Barbecue @ Waldo Road,Southbound Waldo RD @ Farside NE 27th AVE,29.67630084,-82.29527206
"1,339",Merita Bread Box,Southbound Waldo RD @ Nearside NE 31st AVE,29.68102392,-82.29205982
"1,341",Enclave 4,Eastbound Enclave Apartments @ Nearside Enclave A*,29.62278261,-82.36676568
"1,343",Gainesville Senior Recreational Center,Southbound NW 34th ST @ Farside NW 58th AVE,29.70792312,-82.35445424
"1,349",Hilton Garden Inn,Eastbound SW 33rd PL @ Farside SW 42nd ST,29.62301617,-82.38571894
"1,351",Hailey Gardens,Northbound SW 43rd ST @ Nearside SW 22nd LN,29.63139501,-82.38921346
"1,352",Forest Park,Northbound SW 43rd ST @ Nearside SW 21st PL,29.6329738,-82.38911929
"1,353",College Park @ NW 17th ST,Northbound NW 17th ST @ Nearside NW 3rd AVE,29.65425913,-82.34463586
"1,356",Dauer Hall,Southbound Buckman DR @ Nearside Union DR,29.65035294,-82.34477852
"1,358",SW 16TH Avenue Building A,Eastbound SW 16th AVE @ Nearside SW  16th ST,29.63505027,-82.34507235
"1,359",Gainesville Healthcare Center,Northbound SW 16th ST @ Nearside Circle of Hope,29.63738241,-82.34287485
"1,361",Gainesville Rock Gym,Northbound S Main ST @ Farside SW Depot Ave,29.64548435,-82.32485869
"1,362",UF & Shands Family Medicine Main Street,Northbound N Main ST @ Farside NW 16th AVE,29.66773277,-82.32433702
"1,364",Southbound SE 19th TER @ SE 12th AVE,Southbound SE 19th TER @ Nearside SE 12th AVE,29.64036795,-82.2994303
"1,366",Westbound NW 8th AVE @ NW 4th ST,Westbound NW 8th AVE @ Nearside NW 4th ST,29.65951098,-82.32821011
"1,367",Eastbound SE 2nd AVE @ SE 10th ST,Eastbound SE 2nd AVE @ Farside SE 10th ST,29.65000762,-82.31319601
"1,368",Westbound SE 2nd AVE @ SE 10th ST,Westbound SE 2nd AVE @ Nearside SE 10th Street,29.6502154,-82.31322169
"1,369",Eastbound SW 4th Avenue @ SW 3rd ST,Eastbound SW 4th AVE @ Nearside SW 3rd ST,29.64825906,-82.32809882
"1,370",Westbound SW 4th AVE @ SW 3rd ST,Westbound SW 4th AVE @ Nearside SW 3rd ST,29.6483737,-82.32789929
"1,372",Newberry Rd @ NW 75th,Westbound Newberry RD @ Nearside Tower RD,29.65981827,-82.42127949
"1,373",CVS @ SW 13th ST,Northbound SW 13th ST @ Nearside SW 16th AVE,29.63604026,-82.33919856
"1,374",Westbound NW 39th AVE @ NW 19th TER,Westbound NW 39th AVE @ Nearside NW 19th TER,29.68863541,-82.34796719
"1,377",CVS - NW 39th AVE @ NW 13th ST,Westbound NW 39th AVE @ Farside NW 13th ST,29.68862091,-82.33971557
"1,378",Westbound NW 39th AVE @ NW 12th ST,Westbound NW 39th AVE @ Nearside NW 12th ST,29.68862314,-82.33715383
"1,379",Westbound NW 39th AVE @ NW 10th ST,Westbound NW 39th AVE @ Nearside NW 10th ST,29.68862411,-82.33508233
"1,380",Westbound NW 39th AVE @ NW 7th ST,Westbound NW 39th AVE @ Nearside NW 7th ST,29.68863875,-82.33244303
"1,381",Publix - NW 39th AVE @ NW 13th ST,Eastbound NW 39th AVE @ Nearside NW 13th ST,29.68843059,-82.34042168
"1,384",Metrocorp Center,Westbound NW 39th AVE @ Nearside NW 43rd ST,29.68882193,-82.38607417
"1,386",Breckenridge Neighborhood,Westbound NW 39th AVE @ Farside NW 37th TER,29.68879176,-82.378614
"1,387",Sable Chase Neighborhood,Westbound NW 39th AVE @ Nearside NW 35th ST,29.68877336,-82.37455097
"1,388",Sable Chase Neighborhood,Eastbound NW 39th AVE @ Farside NW 35th ST,29.68853842,-82.37453876
"1,389",Eastbound NW 39th AVE @ NW 37th ST,Eastbound NW 39th AVE @ Farside NW 37th ST,29.68852499,-82.37769863
"1,391",Metrocorp Center,Eastbound NW 39th AVE @ Nearside NW 40th TER,29.68854075,-82.38688465
"1,392",Northbound NW 55th ST @ NW 9th LN,Northbound NW 55th ST @ Nearside NW 9th LN,29.66103827,-82.40149116
"1,393",Northbound NW 55th ST @ NW 14th AVE,Northbound NW 55th ST @ Nearside NW 14th AVE,29.66523744,-82.40143733
"1,394",Southbound NW 55th ST @ NW 14th AVE,Southbound NW 55th ST @ Farside NW 14th AVE,29.66490778,-82.40161758
"1,395",Southbound NW 55th ST @ NW 9th LN,Southbound NW 55th ST @ Farside NW 9th LN,29.66083227,-82.40158333
"1,396",Eastbound SW 24th AVE @ SW 61st ST,Eastbound SW 24th AVE @ Nearside SW 61st ST,29.64000289,-82.4065103
"1,397",Westbound SW 24th AVE @ SW 61st ST,Westbound SW 24th AVE @ Farside SW 61st ST,29.63987961,-82.40643
"1,398",Westbound SW 24th AVE @ SW 75th ST,Westbound SW 24th AVE @ Farside SW 75th ST,29.63061711,-82.42378699
"1,400",Westbound SW 24th AVE @ SW 84th ST,Westbound SW 24th AVE @ Nearside SW 84th ST,29.63060728,-82.43185816
"1,401",Westbound 25th LN  @ SW 87th DR,Westbound SW 25th LANE @ Nearside SW 87th DR,29.62964978,-82.43495766
"1,402",Westbound SW 87th DR @ SW 91st ST,Westbound SW 87th DR @ Nearside SW 91st ST,29.62838361,-82.43639485
"1,403",Haile Market Square,Northbound SW 91st ST @ Nearside SW 24th AVE,29.62882444,-82.43839532
"1,405",Eastbound SW 24th AVE @ SW 84th ST,Eastbound SW 24th AVE @ Nearside SW 84th ST,29.63051521,-82.43242666
"1,407",Eastbound SW 24th AVE @ SW 76th ST,Eastbound SW 24th AVE @ Farside SW 76th ST,29.63042447,-82.4236321
"1,408",Eastbound NW 5th AVE @ NW 17th ST,Westbound NW 5th AVE @ Nearside NW 17th ST,29.65584739,-82.34454084
"1,409",Northbound NW 17th ST @ NW 7th AVE,Northbound NW 17th ST @ Nearside NW 7th AVE,29.65749348,-82.34455613
"1,412",College Park @ NW 5th AVE,Westbound NW 5th AVE @ Nearside NW 15th ST,29.65580888,-82.34164819
"1,413",College Park @ NW 17th ST,Southbound NW 17th ST @ Nearside NW 3rd AVE,29.65370125,-82.34480072
"1,414",Northbound NW 17th ST @ NW 5th AVE,Northbound NW 17th ST @ Farside NW 5th AVE,29.65598196,-82.34459189
"1,415",Family Dollar @ NE 23rd AVE,Westbound NE 23rd AVE @  N Main ST,29.67397316,-82.32072408
"1,420",Southbound SW 13th ST @ SW 13th AVE,Southbound SW 13 ST @ SW 13th AVE,29.63798059,-82.33942663
"1,427",Holy Faith Catholic Church,Northbound NW 43rd ST @ Nearside NW 8th AVE,29.65840807,-82.38917748
"1,428",FDOT Operations Center,Eastbound NW 39th AVE @ Nearside NE 52 ST,29.6734376,-82.2639662
"1,430",NE 39th Ave @ Waldo Rd,Eastbound NW 39th AVE @ Nearside Waldo RD,29.68518209,-82.28982553
"1,433",Walgreens,Southbound NW 91st ST @ Farside NW 39th AVE,29.68815343,-82.43909549
"1,434",Walgreens,Northbound NW 91st ST @ Nearside NW 39th AVE,29.6880841,-82.43900149
"1,435",Santa Fe Apt,Southbound NW 91st ST @ Nearside NW 31st PL,29.68470543,-82.43902399
"1,436",Santa Fe West Entrance,Northbound NW 91st ST @ Farside NW 31st PL,29.6850816,-82.43888282
"1,437",SF Fitness Center,Eastbound North RD @ Nearside SF Fitness Center,29.68305932,-82.43592773
"1,438",SF Fitness Center,Westbound North RD @ Nearside SF Fitness Center,29.68321245,-82.43563566
"1,439",Cohens Temple,Northbound NE 15th ST @ Nearside NE 5th PL,29.65597636,-82.30578885
"1,440",Mt. Olive Primitive Baptist Church,Southbound NE 15th ST @ Farside NE 5th PL,29.65586079,-82.30591261
"1,441",Lewis Place @ Ironwood Apartments,Northbound NE 15th ST @ Farside NE 13th AVE,29.6913847,-82.30571584
"1,442",North Point @ Ironwood,Northbound NE 15th ST @ Nearside NE 47th PL,29.69786707,-82.30568372
"1,443",North Point @ Ironwood,Southbound NE 15th ST @ Nearside NE 47th PL,29.69810012,-82.30586309
"1,444",University House,Soundbound NW 12th ST @ Nearside NW 7th AVE,29.65797763,-82.33714947
"1,447",Gardenia Gardens,Eastbound NE 8th AVE @ Farside NE 17th ST,29.65913486,-82.30267408
"1,448",Northwest 8 Avenue @ farside NW 4th St,Northwest 8 Avenue @ farside NW 4th St Eastbound,29.65931603,-82.32817956
"1,449",Sonic Drive Inn,Southbound Main ST @ Farside NW 16th AVE,29.66904445,-82.32428207
"1,450",Northside Shopping Center West,Northbound NE 1 BLVD @ Farside NW 23 AVE,29.67553332,-82.32362505
"1,451",Northside Shopping Center East,Southbound Main ST @ Nearside NW 23rd AVE,29.67551071,-82.32075066
"1,452",La Mancha North,Southbound SW 9th ST @ Nearside SW 8th AV,29.64510333,-82.33370177
"1,453",St. Patrick Catholic Church,Westbound NE 16th AVE @ Nearside NE 2 ST,29.66662447,-82.31937533
"1,454",Northeast Park,Eastbound NE 16th AVE @ Farside NE 2 ST,29.6665055,-82.31944909
"1,455",Walmart Northbound,Northbound NW 23rd ST @ Nearside NW 62nd AVE,29.70991592,-82.35582366
"1,456",NE 49th AVE,Westbound NE 49th AVE @ Farside Waldo RD,29.69964419,-82.2782648
"1,457",Physical Plant Radio Road,Westbound Radio RD @ Nearside SW 34 ST,29.64231286,-82.37073272
"1,458",Northside Family Housing,Eastbound Radio RD @ Nearside SW 34 ST,29.64215105,-82.37072797
"1,459",Kensington Apartments Eastside,Southbound SW 38th TER @ Farside SW 20th AVE,29.63360598,-82.38099979
"1,461",Lake Wauburg North Entrance,Northbound Highway 441 @ Nearside Regatta Drive,29.53328681,-82.30862433
"1,462",NE 18 ST @ NE 3 AVE,Northbound NE 18 ST @ Farside NE 3 AVE,29.65384922,-82.30163432
"1,463",NE 18 ST @ NE 3 AVE,Southbound NE 18 ST @ Farside NE 3 AVE,29.65390144,-82.3017124
"1,464",NE 18th St,Northbound NE 18th ST @ Farside NE 5th Ave,29.65589939,-82.30164414
"1,465",NE 18th St,Southbound NE 18th ST @ Farside NE 5th Ave,29.65595465,-82.30173862
"1,466",NE 18th St @ NE 8th Ave,Northbound NE 18th ST @ Nearside NE 8th Ave,29.65903474,-82.30159401
"1,467",NE 18th St @ NE 8th Ave,Southbound NE 18th ST @ Nearside NE 8th Ave,29.65892469,-82.30173143
"1,468",Gainesville Scooter,Westbound NW 14th Ave @ Farside Main Street,29.66484569,-82.32566755
"1,469",Eastbound University Avenue @ SW 23rd DR,Eastbound W University AVE @ Nearside SW 23rd Dr,29.65216845,-82.35860125
"1,470",Women's Club,Eastbound University Ave @ Farside NW 28th St,29.65203728,-82.36471246
"1,471",Domino's Pizza,Eastbound University Ave @ Nearside Nw 33rd Ct,29.65213105,-82.3712188
"1,472",Kauffman Tires,Eastbound W University Ave @ Farside SW 36th St,29.65178754,-82.37617077
"1,473",Fire Station,Westbound SW 2nd Ave @ Farside SW 36th St,29.65112802,-82.3770207
"1,474",Renaissance Jewelers,Westbound SW 2nd Ave @ Farrside SW 34th St,29.65056266,-82.37385317
"1,475",President's Park,Westbound SW 2nd Ave @ Nearside SW 23rd St,29.65053981,-82.35543542
"1,476",McDonalds,Westbound NW 39th Ave @ Nearside NW 92nd Ct,29.68904787,-82.44159272
"1,477",Kangaroo Station,Eastbound NW 39th Ave @ Nearside NW 92nd Ct,29.68880361,-82.44220971
